"Data Source","World Development Indicators",

"Last Updated Date","2024-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Upper middle income","UMC","Population, total","SP.POP.TOTL","1150380907","1156312850","1174798609","1204748060","1234451965","1264792470","1298570988","1331733785","1365940814","1401859276","1438619338","1476040539","1511859032","1546902049","1580636939","1612318924","1642551579","1671447988","1700522170","1729995976","1759117944","1789283942","1821682118","1853950774","1885288819","1917212117","1950753895","1985853431","2021166474","2055452501","2089694834","2122646055","2153048678","2181630524","2209554204","2236974487","2264204292","2291164795","2317182887","2341864677","2365641663","2388674025","2410459773","2431477678","2452531807","2473577600","2493662803","2512581065","2532733854","2553367200","2573584518","2594928568","2618529566","2642664969","2666297149","2689570305","2711688425","2733612094","2754139881","2772716573","2787915973","2799436415","2803249752","2810588102",
"Uruguay","URY","Population, total","SP.POP.TOTL","2529021","2561153","2592441","2622936","2652376","2680427","2707030","2731847","2754417","2773957","2790265","2805492","2821086","2836825","2853588","2871947","2891094","2909327","2925840","2940729","2953750","2966076","2979182","2993285","3008255","3024218","3041205","3058787","3077760","3097889","3117012","3135374","3153732","3171747","3189945","3208300","3226633","3245069","3262683","3278963","3292224","3300939","3306441","3310202","3313801","3317665","3322282","3328651","3336126","3344156","3352651","3361637","3371133","3381180","3391662","3402818","3413766","3422200","3427042","3428409","3429086","3426260","3422794","3423108",
"United States","USA","Population, total","SP.POP.TOTL","180671000","183691000","186538000","189242000","191889000","194303000","196560000","198712000","200706000","202677000","205052000","207661000","209896000","211909000","213854000","215973000","218035000","220239000","222585000","225055000","227225000","229466000","231664000","233792000","235825000","237924000","240133000","242289000","244499000","246819000","249623000","252981000","256514000","259919000","263126000","266278000","269394000","272657000","275854000","279040000","282162411","284968955","287625193","290107933","292805298","295516599","298379912","301231207","304093966","306771529","309327143","311583481","313877662","316059947","318386329","320738994","323071755","325122128","326838199","328329953","331526933","332048977","333271411","334914895",
"Uzbekistan","UZB","Population, total","SP.POP.TOTL","8372311","8692048","9038222","9394588","9758147","10130096","10504969","10881533","11261600","11641640","12011361","12370120","12733242","13107928","13494711","13894347","14307397","14731709","15154314","15558907","15947129","16335642","16735643","17152857","17594364","18063201","18560008","19077170","19600028","20102902","20510000","20952000","21449000","21942000","22377000","22785000","23225000","23667000","24051000","24311650","24650400","24964450","25271850","25567650","25864350","26167000","26488250","26868000","27302800","27767400","28562400","29339400","29774500","30243200","30757700","31298900","31847900","32388600","32956100","33580350","34232050","34915100","35648100","36412350",
"St. Vincent and the Grenadines","VCT","Population, total","SP.POP.TOTL","84141","85666","87183","88638","90053","91495","92957","94382","95758","97126","98459","99699","100843","101924","102951","103879","104709","105499","106236","106882","107480","108191","108974","109684","110329","110906","111388","111770","112076","112320","112487","112780","113222","113621","113944","114174","114290","114276","114165","113995","113813","113641","113450","113108","112608","112043","111427","110824","110316","109840","109308","108703","108083","107450","106912","106482","105963","105549","105281","104924","104632","104332","103948","103698",
"Venezuela, RB","VEN","Population, total","SP.POP.TOTL","8156937","8453106","8754082","9059953","9371333","9688138","10010685","10338848","10672654","11011335","11355475","11705674","12061621","12424804","12796220","13176387","13566112","13965250","14372959","14788523","15210443","15638426","16071654","16509596","16953234","17402304","17860872","18328655","18800770","19275292","19750579","20226214","20700461","21172100","21640833","22107286","22572110","23037561","23503819","23966960","24427729","24880203","25330929","25782029","26226927","26668785","27102081","27525097","27933833","28327892","28715022","29096159","29470426","29838021","30193258","30529716","30741464","30563433","29825653","28971683","28490453","28199867","28301696","28838499",
"British Virgin Islands","VGB","Population, total","SP.POP.TOTL","7850","7885","7902","7919","7949","8018","8139","8337","8649","9117","9581","9813","9907","10018","10146","10282","10428","10578","10727","10876","11109","11472","11889","12315","12753","13202","13656","14117","14593","15091","15617","16090","16476","16855","17255","17674","18120","18591","19079","19586","20104","20657","21288","21982","22715","23497","24323","25191","26115","27044","27556","27962","28421","28657","28971","29366","29739","30060","30335","30610","30910","31122","31305","31538",
"Virgin Islands (U.S.)","VIR","Population, total","SP.POP.TOTL","32500","34300","35000","39800","40800","43500","46200","49100","55700","60300","63476","70937","76319","84121","89941","94484","96166","93203","95929","96183","99636","99853","100068","100348","100600","100760","100842","100901","100952","101041","103963","104807","105712","106578","107318","107818","108095","108357","108537","108599","108642","108549","108509","108505","108466","108453","108369","108337","108397","108404","108357","108290","108188","108041","107882","107712","107516","107281","107001","106669","106290","105870","105413","104917",
"Viet Nam","VNM","Population, total","SP.POP.TOTL","32718461","33621982","34533889","35526727","36509166","37466077","38388210","39282564","40145287","41015865","41928849","42916624","43906019","44891281","45898698","46969616","48163573","49418150","50701458","51831389","52968270","54280394","55632153","57011444","58406863","59811313","61221107","62630787","64037514","65466361","66912613","68358820","69788747","71176405","72501087","73759110","74946448","76058603","77128424","78123713","79001142","79817777","80642308","81475825","82311227","83142095","83951800","84762269","85597241","86482923","87411012","88349117","89301326","90267739","91235504","92191398","93126529","94033048","94914330","95776716","96648685","97468029","98186856","98858950",
"Vanuatu","VUT","Population, total","SP.POP.TOTL","64608","66462","68391","70400","72493","74677","76945","79311","81782","84350","87019","89796","92687","95687","98790","102010","105341","108769","112185","115344","118156","120887","123748","126743","129873","133119","136488","139956","143528","147181","150882","154678","158577","162548","166560","170612","174714","178871","183088","187432","192074","197034","202125","207258","212422","217632","222923","228345","233952","239689","245453","251294","257313","263534","269927","276438","283218","290239","297298","304404","311685","319137","326740","334506",
"World","WLD","Population, total","SP.POP.TOTL","3031517384","3072470012","3126894230","3193470069","3260479625","3328242834","3398509802","3468395137","3540185668","3614592846","3690229198","3767950635","3843630361","3920044841","3995920225","4070060140","4143135434","4215876682","4289852068","4365802882","4442416674","4520993169","4602785312","4684967631","4766740755","4850182355","4936116651","5024401475","5113495865","5202686551","5293498452","5382640911","5470271607","5556732311","5642156981","5726848893","5811694918","5896174827","5979851049","6062415429","6144444748","6226487141","6308284566","6389592840","6471033757","6552787172","6635162568","6717583637","6801421733","6885608628","6969894715","7053988749","7141430933","7229458453","7317304568","7404251118","7490956237","7577110140","7661177849","7742724795","7821271846","7888963821","7951595433","8024997028",
"Samoa","WSM","Population, total","SP.POP.TOTL","113335","116820","120163","123416","126582","129789","132976","135752","138154","140457","142771","145064","147332","149587","152240","155263","158136","160362","161988","163489","164905","166190","166885","166944","166779","166517","166365","166773","167452","167886","168186","168701","169799","171362","173107","174902","176713","178543","180385","182211","184008","185530","186630","187440","188073","188626","189379","190478","191787","193176","194672","196351","198124","199939","201757","203571","205544","207630","209701","211905","214929","218764","222382","225681",
"Kosovo","XKX","Population, total","SP.POP.TOTL","990150","1014211","1038618","1063175","1087700","1111812","1135522","1159611","1184645","1211011","1238238","1267634","1300787","1335431","1370857","1406891","1443492","1480318","1516206","1551605","1589395","1627819","1665977","1706004","1746874","1787432","1827149","1865129","1898987","1931017","1964986","2001982","2039030","2073990","2107947","2141405","2173716","2204865","2090490","1888579","1823286","1840256","1846786","1839425","1832239","1825050","1817659","1810222","1803370","1797466","1792563","1799338","1807106","1818117","1812771","1788196","1777557","1791003","1797085","1788878","1790133","1786038","1768086","1756374",
